iata,name,city
ZZO,Zonalnoye Airport,Tymovskoye
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk
TLY,Plastun Airport,Plastun
VVO,Vladivostok International Airport,Vladivostok
HTA,Chita-Kadala Airport,Chita
BTK,Bratsk Airport,Bratsk
UIK,Ust-Ilimsk Airport,Ust-Ilimsk
IKT,Irkutsk Airport,Irkutsk
ODO,Bodaybo Airport,Bodaybo
ERG,Yerbogachen Airport,Erbogachen
KCK,Kirensk Airport,Kirensk
UKX,Ust-Kut Airport,Ust-Kut
UUD,Ulan-Ude Airport (Mukhino),Ulan Ude
KBP,Boryspil International Airport,Kyiv
DOK,Donetsk International Airport,Donetsk
KRQ,Kramatorsk Airport,Kramatorsk
MPW,Mariupol International Airport,Mariupol
SEV,Sievierodonetsk Airport,Sievierodonetsk
VSG,Luhansk International Airport,Luhansk
ERD,Berdyansk Airport,Berdiansk
DNK,Dnipro International Airport,Dnipro
OZH,Zaporizhzhia International Airport,Zaporizhzhia
KWG,Kryvyi Rih International Airport,Kryvyi Rih
SIP,Simferopol International Airport,Simferopol
KHC,Kerch Airport,Kerch
HRK,Kharkiv International Airport,Kharkiv
PLV,Poltava International Airport,Poltava
UMY,Sumy Airport,Sumy
CKC,Cherkasy International Airport,Cherkasy
KGO,Kropyvnytskyi Airport,Kropyvnytskyi
IEV,Kyiv Zhuliany International Airport,Kyiv
ZTR,Zhytomyr International Airport,Zhytomyr
UCK,Lutsk Airport,Lutsk
HMJ,Khmelnytskyi Airport,Khmelnytskyi
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk
LWO,Lviv International Airport,Lviv
CWC,Chernivtsi International Airport,Chernivtsi
RWN,Rivne International Airport,Rivne
TNL,Ternopil International Airport,Ternopil
UDJ,Uzhhorod International Airport,Uzhhorod
KHE,Kherson International Airport,Kherson
NLV,Mykolaiv International Airport,Mykolaiv
ODS,Odesa International Airport,Odesa
VIN,Havryshivka Vinnytsia International Airport,Vinnitsa
ARH,Talagi Airport,Archangelsk
LDG,Leshukonskoye Airport,Leshukonskoye
NNM,Naryan Mar Airport,Naryan Mar
CSH,Solovki Airport,Solovetsky Islands
AMV,Amderma Airport,Amderma
KSZ,Kotlas Airport,Kotlas
LED,Pulkovo Airport,St. Petersburg
KVK,Kirovsk-Apatity Airport,Apatity
MMK,Murmansk Airport,Murmansk
VLU,Velikiye Luki Airport,Velikiye Luki
PKV,Pskov Airport,Pskov
PES,Petrozavodsk Airport,Petrozavodsk
CEE,Cherepovets Airport,Cherepovets
VUS,Velikiy Ustyug Airport,Velikiy Ustyug
VGD,Vologda Airport,Vologda
BQT,Brest Airport,Brest
GME,Gomel Airport,Gomel
VTB,Vitebsk East Airport,Vitebsk
KGD,Khrabrovo Airport,Kaliningrad
GNA,Hrodna Airport,Hrodna
MHP,Minsk 1 Airport,Minsk
MSQ,Minsk International Airport,Minsk
MVQ,Mogilev Airport,Mogilev
ABA,Abakan Airport,Abakan
BAX,Barnaul Airport,Barnaul
RGK,Gorno-Altaysk Airport,Gorno-Altaysk
KEJ,Kemerovo Airport,Kemerovo
EIE,Yeniseysk Airport,Yeniseysk
TGP,Podkamennaya Tunguska Airport,Bor
KJA,Yemelyanovo Airport,Krasnoyarsk
ACS,Achinsk Airport,Achinsk
KYZ,Kyzyl Airport,Kyzyl
OVB,Tolmachevo Airport,Novosibirsk
OMS,Omsk Central Airport,Omsk
SWT,Strezhevoy Airport,Strezhevoy
TOF,Bogashevo Airport,Tomsk
NOZ,Spichenkovo Airport,Novokuznetsk
DKS,Dikson Airport,Dikson
HTG,Khatanga Airport,Khatanga
IAA,Igarka Airport,Igarka
NSK,Norilsk-Alykel Airport,Norilsk
THX,Turukhansk Airport,Turukhansk
UKS,Sevastopol International Airport,Sevastopol
AAQ,Anapa Airport,Anapa
EIK,Yeysk Airport,Yeysk
GDZ,Gelendzhik Airport,Gelendzhik
KRR,Krasnodar International Airport,Krasnodar
GRV,Grozny North Airport,Grozny
MCX,Uytash Airport,Makhachkala
MRV,Mineralnyye Vody Airport,Mineralnyye Vody
NAL,Nalchik Airport,Nalchik
OGZ,Beslan Airport,Beslan
IGT,Magas Airport,Magas
STW,Stavropol Shpakovskoye Airport,Stavropol
ROV,Platov International Airport,Rostov-on-Don
RVI,Rostov-na-Donu Airport,Rostov-on-Don
TGK,Taganrog Yuzhny Airport,Taganrog
AER,Sochi International Airport,Sochi
ASF,Astrakhan Airport,Astrakhan
ESL,Elista Airport,Elista
VOG,Volgograd International Airport,Volgograd
CEK,Chelyabinsk Balandino Airport,Chelyabinsk
MQF,Magnitogorsk International Airport,Magnitogorsk
SBT,Sabetta Airport,Sabetta
BVJ,Bovanenkovo,Bovanenkovo
SLY,Salekhard Airport,Salekhard
YMK,Mys Kamenny Airport,Mys Kamennyi
KKQ,Krasnoselkup Airport,Krasnoselkup
TQL,Tarko-Sale Airport,Tarko-Sale
UEN,Urengoy Airport,Urengoy
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk
KXD,Kondinskoye Airport,Kondinskoye
NYA,Nyagan Airport,Nyagan
OVS,Sovetskiy Airport,Sovetskiy
URJ,Uray Airport,Uray
IJK,Izhevsk Airport,Izhevsk
KVX,Pobedilovo Airport,Kirov
NYM,Nadym Airport,Nadym
NUX,Novy Urengoy Airport,Novy Urengoy
NJC,Nizhnevartovsk Airport,Nizhnevartovsk
PEE,Bolshoye Savino Airport,Perm
KGP,Kogalym International Airport,Kogalym
NFG,Nefteyugansk Airport,Nefteyugansk
NOJ,Noyabrsk Airport,Noyabrsk
SGC,Surgut Airport,Surgut
SVX,Koltsovo Airport,Yekaterinburg
TOX,Tobolsk Airport,Tobolsk
TJM,Roshchino International Airport,Tyumen
KRO,Kurgan Airport,Kurgan
GMV,Monument Valley Airport,Monument Valley
ASB,Ashgabat Airport,Ashgabat
KEA,Kerki International Airport,Kerki
KRW,Turkmenbashi Airport,Krasnovodsk
MYP,Mary Airport,Mary
TAZ,Dashoguz Airport,Dashoguz
CRZ,Turkmenabat International Airport,Turkmenabat
DYU,Dushanbe Airport,Dushanbe
TJU,Kulob Airport,Kulyab
LBD,Khudzhand Airport,Khudzhand
KQT,Qurghonteppa International Airport,Kurgan-Tyube
AZN,Andizhan Airport,Andizhan
FEG,Fergana Airport,Fergana
NMA,Namangan Airport,Namangan
NCU,Nukus Airport,Nukus
UGC,Urgench Airport,Urgench
NVI,Navoi Airport,Navoi
BHK,Bukhara Airport,Bukhara
KSQ,Karshi Airport,Karshi
AFS,Sugraly Airport,Zarafshan
SKD,Samarkand Airport,Samarkand
TMJ,Termez Airport,Termez
TAS,Tashkent International Airport,Tashkent
KMW,Kostroma Sokerkino Airport,Kostroma
BKA,Bykovo Airport,Moscow
KLF,Grabtsevo Airport,Kaluga
IWA,Ivanovo South Airport,Ivanovo
RYB,Staroselye Airport,Rybinsk
BZK,Bryansk Airport,Bryansk
LNX,Smolensk South Airport,Smolensk
ZIA,Ramenskoye Airport,Zhukovsky
DME,Domodedovo International Airport,Moscow
SVO,Sheremetyevo International Airport,Moscow
KLD,Migalovo Air Base,Tver
OSF,Ostafyevo International Airport,Moscow
CKL,Chkalovskiy Airport,Moscow
EGO,Belgorod International Airport,Belgorod
URS,Kursk East Airport,Kursk
LPK,Lipetsk Airport,Lipetsk
VOZ,Voronezh International Airport,Voronezh
OEL,Oryol Yuzhny Airport,Orel
TBW,Donskoye Airport,Tambov
RZN,Turlatovo Airport,Ryazan
VKO,Vnukovo International Airport,Moscow
UCT,Ukhta Airport,Ukhta
INA,Inta Airport,Inta
PEX,Pechora Airport,Pechora
USK,Usinsk Airport,Usinsk
VKT,Vorkuta Airport,Vorkuta
UTS,Ust-Tsylma Airport,Ust-Tsylma
SCW,Syktyvkar Airport,Syktyvkar
GOJ,Nizhny Novgorod International Airport,Nizhny Novgorod
UUA,Bugulma Airport,Bugulma
KZN,Kazan International Airport,Kazan
NBC,Begishevo Airport,Nizhnekamsk
JOK,Yoshkar-Ola Airport,Yoshkar-Ola
CSY,Cheboksary Airport,Cheboksary
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk
ULY,Ulyanovsk East Airport,Ulyanovsk
REN,Orenburg Central Airport,Orenburg
OSW,Orsk Airport,Orsk
PEZ,Penza Airport,Penza
SKX,Saransk Airport,Saransk
BWO,Balakovo Airport,Balakovo
GSV,Gagarin Airport,Saratov
RTW,Saratov Central Airport,Saratov
BCX,Beloretsk Airport,Beloretsk
NEF,Neftekamsk Airport,Neftekamsk
OKT,Oktyabrskiy Airport,Kzyl-Yar
UFA,Ufa International Airport,Ufa
KUF,Kurumoch International Airport,Samara
DIU,Diu Airport,Diu
AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad
IXU,Aurangabad Airport,Aurangabad
BOM,Chhatrapati Shivaji International Airport,Mumbai
BHJ,Bhuj Airport,Bhuj
BDQ,Vadodara Airport,Vadodara
BHO,Bhopal Airport,Bhopal
BHU,Bhavnagar Airport,Bhavnagar
HBX,Hubli Airport,Hubli
HSR,Rajkot International Airport,Rajkot
IDR,Devi Ahilyabai Holkar Airport,Indore
JGA,Jamnagar Airport,Jamnagar
IXY,Kandla Airport,Kandla
HJR,Khajuraho Airport,Khajuraho
LTU,Murod Kond Airport,Latur
NDC,Nanded Airport,Nanded
NAG,Dr. Babasaheb Ambedkar International Airport,Naqpur
ISK,Ozar Air Force Station,Nasik
PNQ,Pune Airport,Pune
PBD,Porbandar Airport,Porbandar
RAJ,Rajkot Airport,Rajkot
RPR,Raipur Airport,Raipur
SSE,Solapur Airport,Solapur
UDR,Maharana Pratap Airport,Udaipur
CMB,Bandaranaike International Apt Colombo Airport,Colombo
ACJ,Anuradhapura Airport,Anuradhapura
BTC,Batticaloa Airport,Batticaloa
RML,Colombo Int Arpt Ratmalana Airport,Colombo
GOY,Amparai Airport,Amparai
HIM,Minneriya Airport,Hingurakgoda
JAF,Jaffna International Airport,Jaffna
KCT,Koggala Airport,Galle
KTY,Katukurunda Airport,Kalutara
GIU,Sigiriya Airport,Sigiriya
TRR,China-Bay Airport,Trincomalee
WRZ,Wirawila Airport,Weerawila
HRI,Mattala Rajapaksa International Airport,Hambantota
BBM,Battambang Airport,Battambang
KKZ,Kaoh Kong Airport,Kaoh Kong
MWV,Mondulkiri Airport,Sen Monorom
PNH,Phnom Penh International Airport,Phnom Penh
RBE,Ratanakiri Airport,Ratanakiri
SAI,Siem Reap Angkor International Airport,Siem Reap
REP,Angkor International Airport,Siem Reap
TNX,Stung Treng Airport,Stung Treng
KOS,Sihanoukville International Airport,Sihanukville
KTI,Techo International Airport,Phnom Penh
AZH,Azamgarh Airport,Azamgarh
IXA,Agartala Airport,Agartala
AYJ,Maharishi Valmiki International Airport,Ayodhya
IXB,Bagdogra Airport,Siliguri
RGH,Balurghat Airport,Balurghat
SHL,Shillong Airport,Shillong
VNS,Lal Bahadur Shastri Airport,Varanasi
BBI,Biju Patnaik Airport,Bhubaneswar
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata
CWK,Chitrakoot Airport,Chitrakoot
DGH,Deoghar Airport,Deoghar
GOP,Gorakhpur Airport,Gorakhpur
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati
HGI,Donyi Polo Airport,Itanagar
IMF,Imphal Airport,Imphal
JRG,Jharsuguda Airport,Veer Surendra Sai
PYB,Jeypore Airport,Jeypore
JRH,Jorhat Airport,Jorhat
IXS,Silchar Airport,Silchar
IXN,Khowai Airport,Khowai
AJL,Lengpui Airport,Aizawl
IXI,North Lakhimpur Airport,Lilabari
LDA,Malda Airport,Malda
DIB,Dibrugarh Airport,Dibrugarh
DMU,Dimapur Airport,Dimapur
IXT,Pasighat Airport,Pasighat
PAT,Lok Nayak Jayaprakash Airport,Patna
PYG,Pakyong Airport,Pakyong
IXR,Birsa Munda Airport,Ranchi
TEI,Tezu Airport,Tezu
BZL,Barisal Airport,Barisal
CXB,Cox's Bazar Airport,Cox's Bazar
CLA,Comilla Airport,Comilla
CGP,Shah Amanat International Airport,Chittagong
DAC,Dhaka / Hazrat Shahjalal International Airport,Dhaka
IRD,Ishurdi Airport,Ishurdi
JSR,Jessore Airport,Jashahor
RJH,Shah Mokhdum Airport,Rajshahi
SPD,Saidpur Airport,Saidpur
TKR,Thakurgaon Airport,Thakurgaon
ZHM,Shamshernagar Airport,Shamshernagar
ZYL,Osmany International Airport,Sylhet
HKG,Chek Lap Kok International Airport,Hong Kong
IXD,Allahabad Airport,Allahabad
ATQ,Sri Guru Ram Dass Jee International Airport Amritsar,Amritsar
BKB,Nal Airport,Bikaner
IXC,Chandigarh Airport,Chandigarh
KNU,Kanpur Chakeri Airport,Kanpur
DED,Dehradun Airport,Dehradun
DEL,Indira Gandhi International Airport,New Delhi
GWL,Gwalior Airport,Gwalior
JDH,Jodhpur Airport,Jodhpur
JAI,Jaipur International Airport,Jaipur
IXJ,Jammu Airport,Jammu
KQH,"Kishangarh Airport, Ajmer",Kishangarh
IXL,Leh Kushok Bakula Rimpochee Airport,Leh
LKO,Chaudhary Charan Singh International Airport,Lucknow
DXN,Noida International Airport,Noida
PGH,Pantnagar Airport,Pantnagar
SXR,Sheikh ul Alam Airport,Srinagar
VSV,Shravasti Airport,Shravasti
AOU,Attopeu Airport,Attopeu
LPQ,Luang Phabang International Airport,Luang Phabang
LXG,Luang Namtha Airport,Luang Namtha
ODY,Oudomsay Airport,Oudomsay
PKZ,Pakse International Airport,Pakse
ZBY,Sayaboury Airport,Sayaboury
VNA,Saravane Airport,Saravane
THK,Thakhek Airport,Thakhek
VTE,Wattay International Airport,Vientiane
XKH,Xieng Khouang Airport,Xieng Khouang
MFM,Macau International Airport,Taipa
BJH,Bajhang Airport,Bajhang
BHP,Bhojpur Airport,Bhojpur
BGL,Baglung Airport,Baglung
BHR,Bharatpur Airport,Bharatpur
BJU,Bajura Airport,Bajura
BIT,Baitadi Airport,Baitadi
BWA,Bhairahawa Airport,Bhairawa
BDP,Bhadrapur Airport,Bhadrapur
DNP,Tulsipur Airport,Dang
DHI,Dhangarhi Airport,Dhangarhi
DAP,Darchula Airport,Darchula
DOP,Dolpa Airport,Dolpa
SIH,Silgadi Doti Airport,Silgadi Doti
GKH,Gorkha Airport,Gorkha
JIR,Jiri Airport,Jiri
JUM,Jumla Airport,Jumla
JKR,Janakpur Airport,Janakpur
JMO,Jomsom Airport,Jomsom
KTM,Tribhuvan International Airport,Kathmandu
LDN,Lamidanda Airport,Lamidanda
LUA,Lukla Airport,Lukla
LTG,Langtang Airport,Langtang
NGX,Manang Airport,Ngawal
MEY,Meghauli Airport,Meghauli
XMG,Mahendranagar Airport,Mahendranagar
KEP,Nepalgunj Airport,Nepalgunj
PKR,Pokhara Airport,Pokhara
PPL,Phaplu Airport,Phaplu
RJB,Rajbiraj Airport,Rajbiraj
RHP,Ramechhap Airport,Ramechhap
RUK,Rukumkot Airport,Rukumkot
RPA,Rolpa Airport,Rolpa
RUM,Rumjatar Airport,Rumjatar
SIF,Simara Airport,Simara
SKH,Surkhet Airport,Surkhet
FEB,Sanfebagar Airport,Sanfebagar
IMK,Simikot Airport,Simikot
TPJ,Suketar Airport,Taplejung
TPU,Tikapur Airport,Tikapur
TMI,Tumling Tar Airport,Tumling Tar
BIR,Biratnagar Airport,Biratnagar
BEP,Bellary Airport,Bellary
BLR,Bengaluru International Airport,Bangalore
CJB,Coimbatore International Airport,Coimbatore
COK,Cochin International Airport,Cochin
CCJ,Calicut International Airport,Calicut
GOX,Manohar International Airport,Mopa
GBI,Kalaburagi,Gulbarga
GOI,Dabolim Airport,Dabolim
HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad
BPM,Begumpet Airport,Hyderabad
CNN,Kannur International Airport,Mattannur
KJB,Kurnool Airport,Kurnool
IXM,Madurai Airport,Madurai
IXE,Mangalore International Airport,Mangalore
MAA,Chennai International Airport,Chennai
MYQ,Mysore Airport,Mysore
IXZ,Vir Savarkar International Airport,Port Blair
RJA,Rajahmundry Airport,Rajahmundry
RQY,Shivamogga Airport,Shimoga
TJV,Tanjore Air Force Base,Thanjavur
TIR,Tirupati Airport,Tirupati
TRZ,Tiruchirapally Civil Airport Airport,Tiruchirappally
TRV,Trivandrum International Airport,Trivandrum
VTZ,Vishakhapatnam Airport,Visakhapatnam
WGC,Warangal Airport,Warrangal
PBH,Paro Airport,Paro
HRF,Hoarafushi Airport,Hoarafushi
HDK,Kulhudhuffushi Airport,Kulhudhuffushi
FND,Funadhoo Airport,Funadhoo
NMF,Maafaru International Airport,Maafaru
IFU,Ifuru Airport,Ifuru
LMV,Madivaru Airport,Madivaru
DRV,Dharavandhoo Airport,Dharavandhoo
FVM,Fuvahmulah Airport,Fuvahmulah Island
GAN,Gan International Airport,Gan
HAQ,Hanimaadhoo International Airport,Haa Dhaalu
KDO,Kadhdhoo Airport,Kadhdhoo
MLE,Velana International Airport,Malé
GKK,Kooddoo Airport,Kooddoo
KDM,Kaadedhdhoo Airport,Huvadhu Atoll
DDD,Kudahuvadhoo Dhaalu Airport,Dhaalu Atoll
VAM,Villa International Airport,Maamigili
RUL,Maavaarulaa Airport,Gadhdhoo
DMK,Don Mueang International Airport,Bangkok
KDT,Kamphaeng Saen Airport,Nakhon Pathom
BKK,Suvarnabhumi Airport,Bangkok
UTP,U-Tapao International Airport,Rayong
CNX,Chiang Mai International Airport,Chiang Mai
PYY,Mae Hong Son Airport,Mae Hong Son
CEI,Chiang Rai International Airport,Chiang Rai
BAO,Udorn Air Base,Ban Mak Khaen
HHQ,Hua Hin Airport,Hua Hin
UTR,Uttaradit Airport,Uttaradit
URT,Surat Thani Airport,Surat Thani
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat
KBV,Krabi Airport,Krabi
USM,Samui Airport,Na Thon (Ko Samui Island)
HKT,Phuket International Airport,Phuket
HDY,Hat Yai International Airport,Hat Yai
UTH,Udon Thani Airport,Udon Thani
KKC,Khon Kaen Airport,Khon Kaen
UBP,Ubon Ratchathani Airport,Ubon Ratchathani
BMV,Buon Ma Thuot Airport,Buon Ma Thuot
VCL,Chu Lai International Airport,Dung Quat Bay
HPH,Cat Bi International Airport,Haiphong
CAH,Ca Mau Airport,Ca Mau City
CXR,Cam Ranh Airport,Nha Trang
VCS,Co Ong Airport,Con Ong
VCA,Tra Noc Airport,Can Tho
DIN,Dien Bien Phu Airport,Dien Bien Phu
VDH,Dong Hoi Airport,Dong Hoi
DLI,Lien Khuong Airport,Dalat
DAD,Da Nang International Airport,Da Nang
HAN,Noi Bai International Airport,Hanoi
SQH,Na-San Airport,Son-La
NHA,Nha Trang Air Base,Nha Trang
HUI,Phu Bai Airport,Hue
UIH,Phu Cat Airport,Quy Nohn
PXU,Pleiku Airport,Pleiku
PQC,Phu Quoc Airport,Duong Dong
PHA,Phan Rang Airport,Phan Rang
PHH,Phan Thiet Airport,Phan Thiet
VKG,Rach Gia Airport,Rach Gia
TBB,Dong Tac Airport,Tuy Hoa
SGN,Tan Son Nhat International Airport,Ho Chi Minh City
THD,Thọ Xuân Airport,Thanh Hóa
VDO,Van Don International Airport,Vân Đồn
VII,Vinh Airport,Vinh
VTG,Vung Tau Airport,Vung Tau
VBA,Ann Airport,Aeng
NYU,Bagan Airport,Nyaung U
BMO,Banmaw Airport,Banmaw
VBP,Bokpyinn Airport,Bokpyinn
VBC,Chanmyathazi Airport,Mandalay
TVY,Dawei Airport,Dawei
NYT,Naypyidaw Airport,Pyinmana
GAW,Gangaw Airport,Gangaw
GWA,Gwa Airport,Gwa
HEH,Heho Airport,Heho
HOX,Hommalinn Airport,Hommalinn
TIO,Tilin Airport,Tilin
KET,Kengtung Airport,Kengtung
KHM,Kanti Airport,Kanti
KMV,Kalay Airport,Kalemyo
KYP,Kyaukpyu Airport,Kyaukpyu
KAW,Kawthoung Airport,Kawthoung
KYT,Kyauktu Airport,Kyauktu
LIW,Loikaw Airport,Loikaw
LSH,Lashio Airport,Lashio
MDL,Mandalay International Airport,Mandalay
MGZ,Myeik Airport,Mkeik
MYT,Myitkyina Airport,Myitkyina
MNU,Mawlamyine Airport,Mawlamyine
MGU,Manaung Airport,Manaung
MOG,Mong Hsat Airport,Mong Hsat
MGK,Mong Tong Airport,Mong Tong
MWQ,Magway Airport,Magway
NYW,Monywar Airport,Monywar
NMS,Namsang Airport,Namsang
NMT,Namtu Airport,Namtu
PAA,Hpa-N Airport,Hpa-N
PAU,Pauk Airport,Pauk
BSX,Pathein Airport,Pathein
PPU,Hpapun Airport,Pa Pun
PBU,Putao Airport,Putao
PKK,Pakhokku Airport,Pakhokku
PRU,Pyay Airport,Pye
AKY,Sittwe Airport,Sittwe
SNW,Thandwe Airport,Thandwe
THL,Tachileik Airport,Tachileik
XYE,Ye Airport,Ye
RGN,Yangon International Airport,Yangon
TQQ,Maranggo Airport,Waha-Tomea Island
UPG,Hasanuddin International Airport,Ujung Pandang-Celebes Island
BIK,Frans Kaisiepo Airport,Biak-Supiori Island
ONI,Moanamani Airport,Moanamani-Papua Island
FOO,Kornasoren Airfield,Kornasoren-Numfoor Island
WET,Wagethe Airport,Wagethe-Papua Island
NBX,Nabire Airport,Nabire-Papua Island
ILA,Illaga Airport,Illaga-Papua Island
KOX,Kokonau Airport,Kokonau-Papua Island
ZRI,Serui Airport,Serui-Japen Island
TIM,Moses Kilangin Airport,Timika-Papua Island
EWI,Enarotali Airport,Enarotali-Papua Island
AMI,Selaparang Airport,Mataram-Lombok Island
BMU,Muhammad Salahuddin Airport,Bima-Sumbawa Island
DPS,Ngurah Rai (Bali) International Airport,Denpasar-Bali Island
LOP,Bandara International Lombok Airport,Mataram
SWQ,Sumbawa Besar Airport,Sumbawa Island
TMC,Tambolaka Airport,Waikabubak-Sumba Island
WGP,Waingapu Airport,Waingapu-Sumba Island
YIA,Yogyakarta International Airport,Yogyakarta-Java Island
ARJ,Arso Airport,Arso-Papua Island
BUI,Bokondini Airport,Bokondini-Papua Island
ZRM,Sarmi Airport,Sarmi-Papua Island
DJJ,Sentani Airport,Jayapura-Papua Island
LHI,Lereh Airport,Lereh-Papua Island
LII,Mulia Airport,Mulia-Papua Island
OKL,Oksibil Airport,Oksibil-Papua Island
WAR,Waris Airport,Waris-Papua Island
SEH,Senggeh Airport,Senggeh-Papua Island
UBR,Ubrub Airport,Ubrub-Papua Island
WMX,Wamena Airport,Wamena-Papua Island
MDP,Mindiptana Airport,Mindiptana-Papua Island
BXD,Bade Airport,Bade-Papua Island
MKQ,Mopah Airport,Merauke-Papua Island
OKQ,Okaba Airport,Okaba-Papua Island
KEI,Kepi Airport,Kepi-Papua Island
TMH,Tanah Merah Airport,Tanah Merah-Papua Island
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island
DTD,Datadawai Airport,Datadawai-Borneo Island
BEJ,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island
BPN,Sepinggan International Airport,Balikpapan-Borneo Island
TRK,Juwata Airport,Tarakan Island
AAP,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda-Borneo Island
TSX,Tanjung Santan Airport,Santan-Borneo Island
BYQ,Bunyu Airport,Bunju Island
GLX,Gamarmalamo Airport,Galela-Celebes Island
GTO,Jalaluddin Airport,Gorontalo-Celebes Island
NAH,Naha Airport,Tahuna-Sangihe Island
TLI,Toli Toli Airport,Toli Toli-Celebes Island
GEB,Gebe Airport,Gebe Island
KAZ,Kao Airport,Kao-Celebes Island
PLW,Mutiara Airport,Palu-Celebes Island
MDC,Sam Ratulangi Airport,Manado-Celebes Island
MNA,Melangguane Airport,Karakelong Island
PSJ,Kasiguncu Airport,Poso-Celebes Island
OTI,Pitu Airport,Gotalalamo-Morotai Island
TTE,Sultan Khairun Babullah Airport,Sango-Ternate Island
LUW,Bubung Airport,Luwok-Celebes Island
UOL,Buol Airport,Buol-Celebes Island
BTW,Batu Licin Airport,Batu Licin-Borneo Island
PKN,Iskandar Airport,Pangkalanbun-Borneo Island
KBU,Stagen Airport,Laut Island
TJG,Warukin Airport,Tanta-Tabalong-Borneo Island
BDJ,Syamsudin Noor Airport,Banjarmasin-Borneo Island
PKY,Tjilik Riwut Airport,Palangkaraya-Kalimantan Tengah
SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island
AHI,Amahai Airport,Amahai-Seram Island
NDA,Banda Airport Kepulauan,Banda Island
DOB,Dobo Airport,Dobo-Kobror Island
MAL,Mangole Airport Falabisahaya,Mangole Island
NRE,Namrole Airport,Namrole-Buru Island
LAH,Oesman Sadik Airport Labuha,Labuha-Halmahera Island
SXK,Saumlaki Airport,Saumlaki-Yamdena Island
BJK,Nangasuri Airport,Maikoor Island
LUV,Dumatumbun Airport,Langgur-Seram Island
SQN,Emalamo Sanana Airport,Sanana-Seram Island
AMQ,Pattimura Airport Ambon,Ambon
NAM,Namlea Airport,Namlea-Buru Island
TAX,Taliabu Island Airport,Tikong-Taliabu Island
WBA,WahaiSeram Island,Seram Island
RTU,Maratua Airport,Maratua Island
MLG,Abdul Rachman Saleh Airport,Malang-Java Island
CPF,Cepu Airport,Tjepu-Java Island
JOG,Adi Sutjipto International Airport,Yogyakarta-Java Island
SOC,Adi Sumarmo Wiryokusumo Airport,Sukarata(Solo)-Java Island
SUB,Juanda International Airport,Surabaya
SRG,Achmad Yani Airport,Semarang-Java Island
SUP,Trunojoyo Airport,Sumenep-Madura Island
NTI,Stenkol Airport,Bintuni-Papua Island
RSK,Abresso Airport,Ransiki-Papua Island
KEQ,Kebar Airport,Kebar-Papua Island
FKQ,Fakfak Airport,Fakfak-Papua Island
INX,Inanwatan Airport,Inanwatan Airport-Papua Island
KNG,Kaimana Airport,Kaimana-Papua Island
RDE,Merdei Airport,Merdei-Papua Island
BXB,Babo Airport,Babo-Papua Island
MKW,Rendani Airport,Manokwari-Papua Island
SOQ,Sorong (Jefman) Airport,Sorong-Papua Island
TXM,Teminabuan Airport,Atinjoe-Papua Island
